geneid	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	PcKD_v_sdPc_change
CG17646	187.548808646792	-1.0312086860388	0.265879634665312	-3.87847940041321	0.000105111425321032	0.000507348286022501	depleted in absence of sd
CG15353	2551.5504268678	-3.39542444723423	0.88525984019868	-3.83551166906226	0.000125303156590099	0.000589482866225487	depleted in absence of sd
Nplp4	323.314466471865	-5.00565501023129	0.738324646977483	-6.77974794790232	1.20385723643572e-11	2.33147018123052e-10	depleted in absence of sd
CG4259	91.173396391002	-1.41212882855232	0.29656378101741	-4.76163617724251	1.92029650307952e-06	1.41028517059028e-05	depleted in absence of sd
CR43751	11.2111857793152	-1.38690731320113	0.540401724426423	-2.56643761578144	0.0102749105936405	0.0285026564955684	depleted in absence of sd
eys	31.9322727178374	1.23342244204059	0.529325159176153	2.33017913594037	0.0197966852273246	0.0496483774837796	enriched in absence of sd
CG31689	64.3430613884138	-1.91405071917033	0.481308382805871	-3.97676580659584	6.98589037292327e-05	0.000352088874795333	depleted in absence of sd
CG31698	184.439241850519	-4.03802360148425	1.38324511635594	-2.91923936960798	0.00350886672675603	0.0112909933010506	depleted in absence of sd
CG15404	140.022809254554	-3.97167895123166	1.245648000662	-3.18844404608758	0.0014304069048166	0.00512828090866371	depleted in absence of sd
CG9664	37.0480418080537	-2.02424150715462	0.850690338260196	-2.37952803283805	0.0173348244560514	0.0443897145351092	depleted in absence of sd
Thor	1287.40499441242	-1.61732047921862	0.367641737319981	-4.39917537929314	1.08662986854832e-05	6.69256487943367e-05	depleted in absence of sd
Drgx	50.7267351071079	-2.04889784156821	0.402960001787263	-5.0846184050046	3.6836591129041e-07	3.08683549701531e-06	depleted in absence of sd
CG3604	30.5064494876294	-3.62000546838782	1.07686851966045	-3.36160394913322	0.000774911830092754	0.00296091630219584	depleted in absence of sd
CG31778	99.2374264975518	-2.52097056773038	1.04454307806801	-2.41346730514281	0.0158015454988685	0.0410565373483645	depleted in absence of sd
slp1	219.630025667447	-1.40065162867069	0.173485948917663	-8.07357389695831	6.82698268870392e-16	2.78892909994006e-14	depleted in absence of sd
slp2	261.070411227016	-1.77605039887556	0.14313372555196	-12.4083292880602	2.35515935788458e-35	8.79652020169891e-33	depleted in absence of sd
lectin-24Db	127.74533366617	-1.75331242375905	0.227429070692395	-7.70927137160255	1.26538089359307e-14	4.13542293287387e-13	depleted in absence of sd
Traf4	706.447783039474	-1.04252826678529	0.0868588840793671	-12.0025519304702	3.44507626753313e-33	1.0293887887389e-30	depleted in absence of sd
CG3355	32.4441419147924	-1.9291305210714	0.542824082844859	-3.55387791742975	0.000379595378440477	0.00157594619600258	depleted in absence of sd
CG15630	470.675103716802	-1.26908793895924	0.163953292411113	-7.74054561696147	9.89910775296406e-15	3.28650377398407e-13	depleted in absence of sd
CG15629	22.3444633580717	2.00459226619862	0.583326191112991	3.43648596058037	0.000589312895137665	0.0023143200365564	enriched in absence of sd
Jon25Bii	3.9756895065399	-4.23956708998614	1.67525937899876	-2.53069294410993	0.0113837455512127	0.0311897330297569	depleted in absence of sd
Jon25Bi	7.12142662860403	-5.28801871451149	1.81533217539179	-2.91297581026471	0.00358002332540602	0.0114952053844324	depleted in absence of sd
TpnC25D	83.8236045216526	-5.88024242202528	1.61895445125374	-3.63212344700095	0.000281098584773293	0.00120926737949778	depleted in absence of sd
Cyp4ac1	79.1607562108628	-1.71300810464461	0.524391546757165	-3.26665850210181	0.00108824868664111	0.00400877237227641	depleted in absence of sd
CG11147	49.6540455195598	-1.62254805575617	0.319068863404133	-5.08525977259349	3.67123238745945e-07	3.08019807659634e-06	depleted in absence of sd
CG11034	54.7086236947155	-2.37331818754473	0.411747813735979	-5.76400920264885	8.21389334560034e-09	9.40864146859675e-08	depleted in absence of sd
rau	272.38351845644	-1.17679510074302	0.139838841959034	-8.41536646225779	3.91668544945103e-17	1.88758969725156e-15	depleted in absence of sd
CG9021	1687.64453290044	-4.0972043573316	1.44461783733216	-2.83618563432533	0.00456559004848947	0.0141054477775784	depleted in absence of sd
Gal	358.747295539043	-2.05654874838689	0.479959710436578	-4.28483621368181	1.82873861249159e-05	0.000106367899941252	depleted in absence of sd
H2.0	15.0981867245509	-3.2543713832455	0.945048409466658	-3.4436028362633	0.000574018248424029	0.00226873879139021	depleted in absence of sd
CG9150	136.250392646106	-2.20975334697895	0.317188631924551	-6.96668519792532	3.24495649171706e-12	6.91155906117659e-11	depleted in absence of sd
AANATL2	60.7754173700418	-5.05233476626383	1.12943921474071	-4.47331268502459	7.70170264899504e-06	4.90987019826729e-05	depleted in absence of sd
eya	2554.35604271867	-1.26353628405441	0.107210041280663	-11.7856151248615	4.63027271698708e-32	1.2416254378013e-29	depleted in absence of sd
CG11319	65.476537879075	-1.57322670213149	0.573883257452015	-2.74137062146831	0.00611834508935622	0.0181468102508472	depleted in absence of sd
Nha1	8.33519571738464	-3.45921571850923	1.15131873963851	-3.00456823936987	0.00265958091289838	0.00885510894208573	depleted in absence of sd
ninaC	32.572332556532	1.44936297107118	0.400054877582329	3.62291038627047	0.000291306766814332	0.00124702667513069	enriched in absence of sd
CG5171	63.5527371296668	-4.22310811249351	0.59353955620901	-7.11512496229717	1.11811484087447e-12	2.57659144755662e-11	depleted in absence of sd
CG5177	282.841021017034	-3.19706825528113	0.689023465615169	-4.63999909266768	3.4841070779658e-06	2.42165367629733e-05	depleted in absence of sd
Slob	35.1484799424993	1.263551988504	0.35309942357016	3.57845950505479	0.000345625406049482	0.00145046167594923	enriched in absence of sd
CG13796	60.658902313833	-2.16553538714908	0.576410963192317	-3.75692956142918	0.000172010887572535	0.000785541424556147	depleted in absence of sd
lectin-28C	256.861514197399	-2.8205110454431	0.283255533804988	-9.95747905629596	2.3391887219341e-23	2.4221025399987e-21	depleted in absence of sd
CG7227	4.19964623923786	-4.78881597108726	1.39757274145924	-3.42652359267334	0.00061136064951057	0.00239102829939474	depleted in absence of sd
CG43394	732.42786955499	1.35686246866231	0.132087088593997	10.2724837310402	9.37591604163392e-25	1.1535685878048e-22	enriched in absence of sd
SLC5A11	79.9123490265463	-1.44169001846255	0.246261695460059	-5.85430070953269	4.79021224136875e-09	5.73837796337164e-08	depleted in absence of sd
CG14275	325.149607659807	1.38726142795369	0.180846468562007	7.67093457220613	1.70747633113673e-14	5.47754216902696e-13	enriched in absence of sd
CG7778	23.393011358844	-1.81342434799724	0.70783321376404	-2.56193735011954	0.0104090093260936	0.0288287657659657	depleted in absence of sd
Glt	1612.17813134292	-1.30043225116449	0.258996170267794	-5.02104818700554	5.13902639875693e-07	4.18240763254475e-06	depleted in absence of sd
SoxN	336.803507584534	-1.07623299413196	0.325211423653658	-3.30933330090558	0.000935184365273082	0.00350843134300096	depleted in absence of sd
CG9541	7.20843106574378	-3.48847419639578	1.35914092166555	-2.56667586177955	0.0102678544007232	0.0284939843613362	depleted in absence of sd
CG13101	80.5103739626873	-1.76521551711393	0.346056248170368	-5.10094970527709	3.37953368450611e-07	2.85485971506986e-06	depleted in absence of sd
Ggamma30A	250.665386805747	1.63278991823211	0.67656991694482	2.41333508531576	0.0158072795476807	0.0410612343541093	enriched in absence of sd
CG17855	24.0018957857108	-1.14173914907703	0.436905256410418	-2.61324196110038	0.00896877812612211	0.0253501301737797	depleted in absence of sd
jp	91.1493889026732	-2.78227661805534	0.551232229019029	-5.04737653494367	4.47918041416322e-07	3.70888905552802e-06	depleted in absence of sd
CG4017	10.7944539926443	-4.15111856416161	0.988963389478699	-4.19744412010008	2.69944235045627e-05	0.000150805385155297	depleted in absence of sd
Sur	29.3119970747536	-1.28300288742431	0.401486882849048	-3.19562840588916	0.00139526682099959	0.00502688353721666	depleted in absence of sd
CG5381	48.9136964238292	-2.47229914252754	0.3915572906711	-6.31401636856309	2.71885162583454e-10	4.04463019957008e-09	depleted in absence of sd
Schip1	203.906559324297	-1.02474227095513	0.123896183945304	-8.27097524979075	1.32867633475412e-16	6.09442855651692e-15	depleted in absence of sd
LManI	113.325620695328	-1.7965591947726	0.413662436376043	-4.3430561655819	1.40514192132617e-05	8.38754235914901e-05	depleted in absence of sd
LManII	1278.95592794852	-1.44518694062009	0.346199654218331	-4.1744320741253	2.98730330646865e-05	0.000165560243662157	depleted in absence of sd
CG7296	58.715094016084	-1.7531351118643	0.735453361685631	-2.38374749942835	0.0171373563886108	0.0439593998312709	depleted in absence of sd
CG7300	23.5040615818965	-3.47351430467363	1.13965616938441	-3.04786162527409	0.00230476029635344	0.00779785932684059	depleted in absence of sd
CG6495	181.073241582888	-1.02757098703345	0.172916775611109	-5.94257545806004	2.80578425715272e-09	3.52255603376989e-08	depleted in absence of sd
CG17134	206.94300578456	-3.10046642909014	1.11136369992975	-2.7897855844006	0.00527429580422274	0.0159694804633936	depleted in absence of sd
CR44493	8.70803230121148	-6.09346879053714	1.70321213286391	-3.5776335037557	0.000346719139399031	0.00145388482752007	depleted in absence of sd
CG6287	2489.16813009715	-1.00044956734382	0.186060702377533	-5.37700629181666	7.57345279704788e-08	7.26634581206667e-07	depleted in absence of sd
Mal-B2	84.3885913708093	1.54849952276657	0.537797756563225	2.87933429224807	0.00398515663702046	0.0125797670117597	enriched in absence of sd
CR44589	14.9394445626684	1.55071802499031	0.5418187563239	2.86206043421517	0.00420896642589857	0.013194655540182	enriched in absence of sd
nub	787.944859468818	2.86330872744476	0.143740902036488	19.9199301442947	2.73371954946139e-88	2.85892390482673e-84	enriched in absence of sd
pdm2	112.049527024955	3.54928567503071	0.261915929841552	13.5512401906134	7.79027216081344e-42	5.43137775051913e-39	enriched in absence of sd
CG15485	13.5663372324627	-2.77758707906864	0.937901446101327	-2.96149141321247	0.00306153030203373	0.0100148526426865	depleted in absence of sd
CG15484	31.104047495858	1.84202587478249	0.445488967974141	4.13484060707294	3.55201080334674e-05	0.000193272263170657	enriched in absence of sd
CG16820	72.3231481765795	-1.99374159354732	0.411475303393543	-4.84534934929125	1.26389085192328e-06	9.58504026788516e-06	depleted in absence of sd
l(2)k05911	584.220716209701	-1.6742981941228	0.312441602978576	-5.35875561436548	8.37971146097154e-08	7.93077126324347e-07	depleted in absence of sd
CG18507	1060.79543672051	1.02650876845965	0.105055030090339	9.77115296218503	1.49738203711503e-22	1.43666250863752e-20	enriched in absence of sd
CG9008	430.998311471243	1.17649810710125	0.145866242056564	8.06559551074898	7.28797331225248e-16	2.96566633850336e-14	enriched in absence of sd
CG16888	8.82601357212512	3.14493155256008	0.763600802294675	4.11855454199279	3.8125633768096e-05	0.000205949317121254	enriched in absence of sd
CG8997	11.8085580339001	-5.89073814666053	1.61852178946046	-3.63957914253612	0.000273083998619008	0.00118208297084337	depleted in absence of sd
CG7953	13.4320341685412	-3.07223748985933	1.07906467537855	-2.84713007473955	0.00441153328049684	0.0137091104737881	depleted in absence of sd
Ance	16651.6993051652	-1.56906144479079	0.155823219304769	-10.0694970351108	7.53624851138099e-24	8.29621967705499e-22	depleted in absence of sd
Ance-2	32.7039315292188	-1.77406511306849	0.384353799486326	-4.61570853583198	3.917564377255e-06	2.68655004966116e-05	depleted in absence of sd
CG42711	30.6175305499118	-1.55206985663571	0.433578482760412	-3.57967454185994	0.000344022403214405	0.00144431404769821	depleted in absence of sd
NimB4	129.252773080036	-1.01944528873569	0.291653515263299	-3.49539859931179	0.0004733542737113	0.00191948002887661	depleted in absence of sd
He	168.149443848248	-1.02116063803765	0.254396608503571	-4.01404973141892	5.96857624666973e-05	0.000305977305821922	depleted in absence of sd
NimC2	161.82696925384	-3.6384725687364	1.12155341124416	-3.24413668779283	0.00117807198320531	0.00431231249575117	depleted in absence of sd
NimC3	20.2012019776294	-2.19609142209994	0.669789101753602	-3.27878046440329	0.00104256707502658	0.0038650005213144	depleted in absence of sd
hll	56.9501346797448	-4.23368815421976	1.47944455804497	-2.86167408653314	0.00421410001106929	0.0132067899058324	depleted in absence of sd
NimC4	3.62295049997485	6.05158323753468	1.5260004551615	3.965649693659	7.3196297343511e-05	0.000367492500056859	enriched in absence of sd
ppk	13.0801249019533	2.65948857534474	0.664309638635178	4.00338700610855	6.24420312580137e-05	0.000318390425595469	enriched in absence of sd
Cpr35B	12.600355900268	3.20081027816659	0.904089919199502	3.54036718051302	0.000399570698671295	0.00165166417656301	enriched in absence of sd
CG15282	264.170632322319	-2.54230017709075	0.264760829507778	-9.60225189586086	7.82165488110377e-22	7.05162644367097e-20	depleted in absence of sd
CG15279	198.606923721115	1.52291027929715	0.254343399089186	5.98761471597358	2.12940749173565e-09	2.72574584437839e-08	enriched in absence of sd
yellow-c	211.313457420618	-1.88074672653618	0.544286598800198	-3.45543456458788	0.00054940653141424	0.00218550532732222	depleted in absence of sd
CR44974	3.28522091671225	-2.7554040326026	1.13125140195294	-2.43571325334564	0.0148624610620614	0.0390287371939401	depleted in absence of sd
Tep1	196.735814251997	-3.443521578448	0.393348029729451	-8.75438878088826	2.05212553091059e-18	1.17918290122324e-16	depleted in absence of sd
CG4793	48.9214238863765	-2.65697834906415	0.640119942015582	-4.15075078070208	3.31386448886288e-05	0.00018192333241222	depleted in absence of sd
jhamt	211.656618097413	-1.53220860690453	0.625939369944992	-2.44785466528361	0.0143709610141253	0.0379779347738765	depleted in absence of sd
Idgf1	90.8019540777669	-2.02168330402586	0.452883969517082	-4.46402045579493	8.04358800851536e-06	5.10435942919015e-05	depleted in absence of sd
Idgf3	396.589135543421	-1.25023965488355	0.33938617988173	-3.68382606303896	0.000229759052084363	0.00101128794894708	depleted in absence of sd
CG5953	187.545496387681	1.30876313794792	0.167902437638203	7.79478342517009	6.45190414780024e-15	2.2718523090133e-13	enriched in absence of sd
Mhc	1157.9344489145	-3.0371996958094	1.08920057980081	-2.7884668371778	0.00529581691005055	0.0160300009393079	depleted in absence of sd
CG17928	73.7665577681935	-1.57951896908855	0.329879949144519	-4.78816300652626	1.68314911213777e-06	1.24662701237513e-05	depleted in absence of sd
CG6012	17.0125114673829	-5.53317807467483	1.67821118366004	-3.29706900332258	0.000976994949581956	0.00364907613668861	depleted in absence of sd
beat-IIIc	490.563795080008	-1.18969568937941	0.162092502984287	-7.33960959005447	2.14217798264642e-13	5.64304718955069e-12	depleted in absence of sd
qua	548.594436971205	-1.48142095041865	0.136894378789724	-10.8216346318659	2.71884368518537e-27	4.90235642408079e-25	depleted in absence of sd
CG42750	13.9767802199893	1.61682554066299	0.636480496908952	2.5402593614652	0.0110770290907746	0.0304370914953549	enriched in absence of sd
Ptp36E	24.7105226041792	-1.34854858304266	0.411363275933606	-3.27824252172748	0.00104455609484488	0.00386963076156139	depleted in absence of sd
kon	327.804228700153	-1.06726088108351	0.20661185697178	-5.16553549600633	2.39751522054151e-07	2.09618012238465e-06	depleted in absence of sd
CG10178	39.7919586518616	-2.26269801330335	0.583358830979913	-3.87874133919002	0.000104998326092017	0.000507192838000143	depleted in absence of sd
CG31789	11.4220338539568	-4.4095324998498	1.79891230131041	-2.45122149458742	0.0142372314840941	0.0376848815137069	depleted in absence of sd
MESR3	858.36354495271	-1.13563120914961	0.114796794492132	-9.89253414412586	4.48527522874154e-23	4.5540784798232e-21	depleted in absence of sd
Cyp310a1	439.888525710663	1.49812393516998	0.432660001345555	3.4625894016338	0.000535004143760718	0.00213470939925585	enriched in absence of sd
CG43338	13.103686517714	-2.21927245336637	0.707197705107496	-3.13812168413222	0.00170034272425546	0.00598323829416677	depleted in absence of sd
CG10650	70.416058181711	-1.43014781323406	0.292150132041424	-4.89524958705575	9.81810399882567e-07	7.62269722492345e-06	depleted in absence of sd
CG10702	52.4490824605247	-1.10091991069981	0.310869544771882	-3.54142092467653	0.000397978129081717	0.00164638262418378	depleted in absence of sd
Lim3	75.3596273811414	-1.36612295044661	0.256127213301735	-5.33376728242161	9.6195793925816e-08	9.01447681788695e-07	depleted in absence of sd
amd	188.827770952658	2.05125572802588	0.219374514281994	9.35047416396375	8.7255666856831e-21	6.80984898499058e-19	enriched in absence of sd
Lectin-galC1	24.0636593644183	-4.88199308625399	1.34789502047241	-3.62193866147155	0.000292403462837282	0.00125069751098254	depleted in absence of sd
CG10026	105.652655391165	-2.10952817864797	0.409864234937357	-5.14689499309543	2.64833474829777e-07	2.28894915683455e-06	depleted in absence of sd
CG13082	225.967126422945	-1.79323886492596	0.558885513150488	-3.20859786616639	0.00133383905820549	0.00483343342713547	depleted in absence of sd
CG13081	4.97027687056635	-4.37761526302471	1.63067850653844	-2.68453606610501	0.00726305465299628	0.021069910003061	depleted in absence of sd
CG43861	301.089747025344	-1.51736749594775	0.125884921024862	-12.0536080381547	1.85642221737883e-33	5.88317077252964e-31	depleted in absence of sd
Hr38	12.5931889239152	2.57360914234975	0.761937242248657	3.37771800569089	0.000730899916106794	0.00280850337257665	enriched in absence of sd
twit	964.349343334595	-1.36012015735647	0.125716535904828	-10.818943964429	2.79984782047662e-27	4.96284889941431e-25	depleted in absence of sd
CG33509	17.3909259659074	1.77485151833106	0.727397521503757	2.44000215269071	0.0146871743896014	0.0386411244695476	enriched in absence of sd
ppk13	31.7255980226537	2.40237255837802	0.616848080150837	3.89459355663483	9.83635223615433e-05	0.000479350287445023	enriched in absence of sd
del	170.177111580574	1.53243427687852	0.170773680024931	8.97348043711891	2.8728980628728e-19	1.85461530503233e-17	enriched in absence of sd
Ret	66.5319618426288	-1.15803141559853	0.252473023433981	-4.58675307107155	4.50192613641902e-06	3.04732320612752e-05	depleted in absence of sd
Gr39a	3.63359389987599	2.7188902323639	1.01820915544705	2.67026692680852	0.00757909692729973	0.0218654332870898	enriched in absence of sd
dtr	15.6900859712084	-1.38256570935687	0.513869299563819	-2.69050069838851	0.00713448857070493	0.0207545150131939	depleted in absence of sd
CR43765	3.93701244556946	2.50597086616297	1.05974656984616	2.36468882039104	0.0180452259897482	0.0459612697030655	enriched in absence of sd
CG17018	82.9276252132222	1.5062655898746	0.262091058047178	5.74710789867337	9.07828026239842e-09	1.03533974900941e-07	enriched in absence of sd
Cht10	17752.3852859599	-1.18282540783481	0.161818160424531	-7.30959618334347	2.67946399662635e-13	6.88497161590131e-12	depleted in absence of sd
CR44268	12.9551161299072	-1.51837581160382	0.624677176116307	-2.43065677706322	0.0150714840765135	0.0394635905038001	depleted in absence of sd
CR44042	68.2618216250822	-1.20220844627598	0.280254437612817	-4.28970351554924	1.78911799703667e-05	0.000104237303693646	depleted in absence of sd
CG41520	198.884822278645	1.28887891128132	0.206726948761012	6.23469227890231	4.52667019036494e-10	6.50273583115887e-09	enriched in absence of sd
CG44102	16.0073666848011	1.15187935027109	0.427628701745113	2.69364368100264	0.00706756759965601	0.0206114394749589	enriched in absence of sd
CG30438	65.326239978533	-1.09247834557218	0.306661903480562	-3.5624847207062	0.000367361295545775	0.00153001371119782	depleted in absence of sd
ap	1321.32554198699	1.9104986735892	0.258969874030894	7.37730085686061	1.61530718347907e-13	4.3426433225769e-12	enriched in absence of sd
CG43366	679.59686083439	-1.24691557067278	0.145935303146471	-8.54430383730581	1.2931341146287e-17	6.66187023191475e-16	depleted in absence of sd
Tdc2	59.0072924534419	4.2215976423062	0.630903165809556	6.69135593397945	2.21112117519785e-11	4.07111007926393e-10	enriched in absence of sd
l(2)01289	84.2727488386792	-3.02134169201659	1.08066508055352	-2.79581689682159	0.00517687210656399	0.0157382931658274	depleted in absence of sd
CR44169	5.18123205024601	3.10061789076388	1.13040960400887	2.74291538197119	0.00608963756280307	0.0180719153325183	enriched in absence of sd
Tsp42Eh	14.0779508003071	-3.41394414867466	1.16921213014258	-2.91986720002499	0.00350180575155188	0.0112752107603847	depleted in absence of sd
Tsp42Ek	132.744477633302	-2.77640001716245	1.04716798547607	-2.65134157620395	0.00801727147862093	0.0230405674975042	depleted in absence of sd
Spn43Aa	2821.09319240252	-1.6201946200993	0.371138806128208	-4.36546810343409	1.26850812345009e-05	7.67711687213025e-05	depleted in absence of sd
CG1850	35.3209646655669	-1.02542840062552	0.332646966513474	-3.08263265218738	0.00205178261301421	0.00703651342078488	depleted in absence of sd
CG12164	35.7738201861354	1.40899420981786	0.604554140889201	2.33063362653584	0.0197726867842586	0.0496000859654057	enriched in absence of sd
CG11125	257.485938335846	1.58146214882305	0.16418510078328	9.6321903831611	5.84696095152572e-22	5.41128474611115e-20	enriched in absence of sd
CR45130	1.60538868785117	4.56333878653669	1.53348002023611	2.9758058313887	0.00292219815913783	0.00961017243656082	enriched in absence of sd
CG34216	4.23844362761275	-3.07788212230103	1.14386395416142	-2.69077639093668	0.00712859579545276	0.0207545150131939	depleted in absence of sd
tor	39.4311003555609	-2.12586447428157	0.761866270348494	-2.79033809084258	0.00526530276104857	0.0159514879128175	depleted in absence of sd
cn	140.816582071378	-2.47823334110069	0.213567722647026	-11.6039695061814	3.93398017195187e-31	1.00345279605543e-28	depleted in absence of sd
CG30383	74.3640018775724	1.74256457895444	0.264535330131544	6.58726597346345	4.47999329884764e-11	7.76977942277754e-10	enriched in absence of sd
Dgk	59.3127861556118	-1.04600670612396	0.301509356155251	-3.46923465149572	0.000521943369669591	0.00208897197091641	depleted in absence of sd
CG11191	21.3972036808678	1.27468980391899	0.514978589583851	2.47522873708022	0.0133150867569332	0.035595392971372	enriched in absence of sd
Mlh1	415.952781325289	1.29157030884486	0.120421969078702	10.7253711156371	7.73758392129622e-27	1.22605534316539e-24	enriched in absence of sd
CG30371	66.1168337771768	-2.67944655236825	1.11702799497903	-2.39872820055737	0.0164521215587726	0.0424660119209474	depleted in absence of sd
CG2121	46.2871499420573	-2.00476823364895	0.54506987869641	-3.67800223788472	0.000235067897936912	0.00103291599858161	depleted in absence of sd
Lcp2	146.329772240459	-2.84026748357395	0.783817012822509	-3.62363592153506	0.000290490435988282	0.00124557153733721	depleted in absence of sd
Lcp3	13.3667297216761	-6.16763985394939	1.51027288906973	-4.08379167671375	4.43067544559903e-05	0.000235496495729325	depleted in absence of sd
Lcp4	1054.69724790443	-3.92360273269306	0.885005765468688	-4.43342053327209	9.27497032516867e-06	5.78399759455062e-05	depleted in absence of sd
Mal-A6	38.2166806503737	-6.13784307526661	2.32177723438785	-2.64359688964083	0.00820302846188419	0.0234647898398208	depleted in absence of sd
CG8213	47.6597042725869	-1.59173595866441	0.391457584126667	-4.06617734132176	4.77905743595966e-05	0.000252172194282056	depleted in absence of sd
PPO2	2240.48733059367	-1.49397702870467	0.266196347564295	-5.61231227390837	1.99640741857069e-08	2.12395002883137e-07	depleted in absence of sd
CG8083	25.8238599005656	-2.5394493317421	0.568718803099872	-4.46521078237701	7.99899613125874e-06	5.07914399154244e-05	depleted in absence of sd
snoRNA:Me28S-A982b	4.84916228485738	-2.40512403975359	0.994455645937661	-2.41853324437193	0.0155832215441493	0.0406071216965215	depleted in absence of sd
snoRNA:Me28S-G3255b	3.13975862968219	-3.62830189149385	1.49930571612065	-2.41998803344914	0.0155210178580034	0.0404897916439172	depleted in absence of sd
Non1	9416.03120307804	1.02810748123691	0.119889468074861	8.57546119559845	9.86905234172686e-18	5.23911418222231e-16	enriched in absence of sd
CG1827	301.668690491904	1.20528831010768	0.160968537103511	7.48772605998539	7.00770982176482e-14	2.00107199618856e-12	enriched in absence of sd
CG12926	54.7830601950965	-2.15252678626476	0.882540584503369	-2.43901167160041	0.0147274925757936	0.0387082476395198	depleted in absence of sd
CG1773	31.9903833850965	-4.55853448642195	1.84148066497142	-2.47547235935421	0.0133060060916398	0.0355802126582381	depleted in absence of sd
sqa	34.5295445734348	-2.27434679009306	0.706791381676988	-3.2178473720163	0.00129156525879597	0.00469162538259404	depleted in absence of sd
CG1688	15.1931727727766	1.80315100306771	0.622028832843203	2.89882222151306	0.00374567209972816	0.0119463979319784	enriched in absence of sd
CG1648	1936.18113372643	1.75172494117977	0.236219561287119	7.4156641881601	1.21016778591697e-13	3.32176763913902e-12	enriched in absence of sd
dila	31.5967790468037	-1.91175752211938	0.383839443536758	-4.98061768875065	6.33816433519372e-07	5.08316891238159e-06	depleted in absence of sd
hebe	46.7386120187062	-1.05530632325304	0.322447006115609	-3.27280546334077	0.00106485740399134	0.00392952672227997	depleted in absence of sd
CR45138	9.03828111234442	-5.11385987799453	1.83534854574294	-2.78631537854542	0.00533109763162195	0.0161041649426639	depleted in absence of sd
CG1441	8.15105750729976	3.23451192794939	1.11611632334648	2.8980061130647	0.00375543269860327	0.0119665798787303	enriched in absence of sd
Def	8.28359114217818	1.62490301575569	0.681420947897014	2.38458036955046	0.017098612707916	0.0438923150955782	enriched in absence of sd
egr	485.395216403204	-1.55844324210808	0.156231539673038	-9.97521528219976	1.95676641880295e-23	2.06705688968093e-21	depleted in absence of sd
Hr3	17.8151889097385	-3.71304664826099	1.2515725545306	-2.96670507420447	0.00301009545811859	0.00987439720859605	depleted in absence of sd
Spn47C	526.923501172	1.0954108044584	0.158008644342037	6.9326004853709	4.13173857256776e-12	8.59040198646394e-11	enriched in absence of sd
CG13227	50.5331261412767	-3.46910904968786	0.926968613035756	-3.74242342286733	0.000182254081132633	0.000826186900947151	depleted in absence of sd
CG34227	699.39995580175	-1.77795027128163	0.736620937477432	-2.41365698532849	0.0157933227303032	0.0410453700580296	depleted in absence of sd
Cpr47Eb	32.4308710858488	3.6275821817646	0.855738674761533	4.23912379883437	2.24393893576605e-05	0.000127746942788467	enriched in absence of sd
TpnC47D	98.0195526564803	-4.06256090204022	1.1662879220487	-3.48332587968838	0.000495225145700258	0.00199118207371522	depleted in absence of sd
CG13203	21.553191112551	-1.93427435400565	0.532646734815378	-3.63143942800305	0.000281844813122159	0.00121197905248008	depleted in absence of sd
Prip	572.917361835255	-1.52671621066484	0.258601625441337	-5.90373787503964	3.55356624376673e-09	4.38245233223024e-08	depleted in absence of sd
Sln	37.0695707036673	-1.10073868595348	0.328211469828225	-3.35374838219265	0.000797248242075738	0.00303076049277647	depleted in absence of sd
