geneid	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	PcKD_v_vgPc_change
CG11034	54.7086236947155	-1.32008157523559	0.380549060147169	-3.46888670471313	0.000522619795315963	0.00262762303118351	depleted in absence of vg
rau	272.38351845644	-1.07774359283635	0.138391040464964	-7.78766883474078	6.82568000959355e-15	3.07414803470049e-13	depleted in absence of vg
CG9021	1687.64453290044	-3.72139815418885	1.44440896685242	-2.57641584869023	0.00998305022436275	0.0318067513459283	depleted in absence of vg
psd	1.71990845242177	-3.66146591539523	1.51868921441947	-2.41093824900499	0.0159115421869257	0.0465442042486284	depleted in absence of vg
CG9098	83.9719377016411	-1.12491821296074	0.40833545419566	-2.75488743728267	0.00587123307076409	0.0203604749179129	depleted in absence of vg
AANATL2	60.7754173700418	-3.40957008010047	1.07825649237369	-3.16211412054156	0.00156628169140451	0.0066981132908861	depleted in absence of vg
CG42369	46.2014840420595	1.17920907968681	0.285714364173838	4.12723064553151	3.67158096463241e-05	0.000261793288019281	enriched in absence of vg
eya	2554.35604271867	-1.37262827983374	0.107304081866644	-12.7919484138508	1.81856640506735e-37	5.88223569929965e-35	depleted in absence of vg
IFT52	16.9606715800708	-1.29233556835977	0.491290910352503	-2.63048947401148	0.00852620099037802	0.027771946710801	depleted in absence of vg
CG11319	65.476537879075	-1.63226212082134	0.574051324575446	-2.84340798626067	0.0044633895075055	0.0163270115158032	depleted in absence of vg
CG43799	12.7660420124864	2.48291725943319	0.546434879789977	4.54384840950765	5.52363876190878e-06	4.88883251613717e-05	enriched in absence of vg
CG5171	63.5527371296668	-4.88126659448058	0.645630190739868	-7.56046830599237	4.01620739936501e-14	1.61161645792564e-12	depleted in absence of vg
CG5177	282.841021017034	-2.50830841814028	0.68236084816294	-3.67592663748686	0.00023698762475936	0.00134553505674543	depleted in absence of vg
CR43857	2.47278753587345	-4.60912150362082	1.66189157512645	-2.7734188996476	0.00554706648779024	0.0194681791229301	depleted in absence of vg
santa-maria	70.977916745846	-1.58985574162975	0.592128702368386	-2.68498340862497	0.00725334067537164	0.0243620272651799	depleted in absence of vg
CG13795	42.9493913007136	-2.61703133844646	0.941926774850774	-2.77838087664624	0.00546305404126743	0.0192417255887992	depleted in absence of vg
CG13796	60.658902313833	-1.88579522321067	0.567433475062785	-3.32337675883858	0.000889347100500614	0.00412196741239408	depleted in absence of vg
CG7214	5.9829996814553	-4.20632660499065	1.37950871916063	-3.04914825587331	0.00229491198332122	0.00934957653052318	depleted in absence of vg
CG14535	82.1409533797433	1.18920601883215	0.276097346844889	4.30719828503186	1.65335389256543e-05	0.00012947835252563	enriched in absence of vg
TwdlE	424.544184700641	-1.0654452991585	0.286212166431576	-3.72257165878801	0.000197203914938635	0.00114804113990411	depleted in absence of vg
CG7227	4.19964623923786	-2.62347530668929	0.991548231699016	-2.64583731060059	0.00814889975416336	0.0268115424032561	depleted in absence of vg
CG7781	63.7265864836427	-1.47139587774685	0.59928416457596	-2.45525572795332	0.0140784397055428	0.0420462410232132	depleted in absence of vg
CG14274	3.40079334218321	3.61797568113668	1.13490037085943	3.18792360460407	0.00143298391055078	0.00622199696501841	enriched in absence of vg
CG43796	4.51185178487251	2.74911180335321	0.992029935427168	2.77119843381484	0.00558503794063416	0.019571469132741	enriched in absence of vg
CR43855	7.94981481853054	3.11596628839113	1.26492648766851	2.46335760913223	0.0137642555278227	0.0413392412785536	enriched in absence of vg
SoxN	336.803507584534	-1.33329547566489	0.325840890317907	-4.09186052236738	4.27926019741356e-05	0.000299520153096343	depleted in absence of vg
Tsp29Fb	19.2502653841626	-2.34954193259123	0.975177235487334	-2.4093486261675	0.015981024033407	0.0466962634909899	depleted in absence of vg
CG9541	7.20843106574378	-3.53215977068304	1.35795549917924	-2.60108653988875	0.00929290083088168	0.0298766854413585	depleted in absence of vg
CG13101	80.5103739626873	-1.18599228143822	0.336141063682571	-3.5282576560125	0.000418304778091754	0.00218229970740537	depleted in absence of vg
Toll-4	1.25784659887671	4.86673617191368	1.84539955459726	2.63722626343421	0.00835870574216783	0.027318072593968	enriched in absence of vg
Aldh	1129.61443684495	1.22979459650391	0.516955773768682	2.37891645457122	0.0173636108377039	0.049956652852197	enriched in absence of vg
jp	91.1493889026732	-1.95599763461157	0.533082739314708	-3.66921959830486	0.00024329202776181	0.00137693483792659	depleted in absence of vg
Nckx30C	39.2695217149341	-2.33280985343804	0.750712747661841	-3.10746002476151	0.00188702504430692	0.00789576845273698	depleted in absence of vg
CG4017	10.7944539926443	-3.80397738496397	0.901368731836826	-4.22022336764684	2.44060376802948e-05	0.000181666698883868	depleted in absence of vg
Cpr31A	11.0340166741149	-2.57788636928685	0.897580758638011	-2.87203835919849	0.00407833459619433	0.0151310891483414	depleted in absence of vg
CG4839	16.7726389152611	3.17208168891795	1.0251216408201	3.09434662444574	0.00197246890619809	0.00820823902719628	enriched in absence of vg
Sur	29.3119970747536	-1.03813686723647	0.39178900160869	-2.64973458410998	0.00805550270722973	0.0265712101041317	depleted in absence of vg
Ror	266.698911919459	-1.16466917931932	0.138742832495571	-8.39444574087456	4.68097120703395e-17	2.615952181355e-15	depleted in absence of vg
Cdk5alpha	173.861709714365	-1.19068135235287	0.198982264700354	-5.98385667258287	2.17915087851681e-09	4.26012023393561e-08	depleted in absence of vg
CG5381	48.9136964238292	-1.53654134424236	0.343160045243956	-4.47762309609797	7.54787069577885e-06	6.41739911657835e-05	depleted in absence of vg
Schip1	203.906559324297	-1.34146000243498	0.128053443264234	-10.4757823627353	1.11610874281549e-25	1.52735188728366e-23	depleted in absence of vg
dpr19	84.2683719648533	-1.25336474972379	0.243910800109391	-5.1386193196926	2.7676443281962e-07	3.4072938069361e-06	depleted in absence of vg
TBC1D16	64.5263655727175	-1.33312223403292	0.324422863447548	-4.1092117240635	3.97011965611979e-05	0.000280198904259401	depleted in absence of vg
CG7300	23.5040615818965	-4.0958023667787	1.27968100278308	-3.20064325239732	0.00137121188968921	0.00600341087388953	depleted in absence of vg
CG6495	181.073241582888	-1.40586521060665	0.176917022905143	-7.94646658371831	1.91906616058191e-15	9.3109600900233e-14	depleted in absence of vg
CG17134	206.94300578456	-7.7277910732694	1.31581559810811	-5.87300460974962	4.27966568019659e-09	7.80874384109716e-08	depleted in absence of vg
dpr2	10.1663052625315	-4.36656625639628	1.4524504502981	-3.0063443854488	0.00264409350884022	0.0105427919736125	depleted in absence of vg
CR44493	8.70803230121148	-3.95062299248614	1.39204151407282	-2.83800659143235	0.00453962451641065	0.0165435138573463	depleted in absence of vg
spz4	26.3012310179721	-1.16302129160289	0.432127865113779	-2.69138230948532	0.00711565997455239	0.0239244101975871	depleted in absence of vg
kek2	112.560091433791	-1.02486485484196	0.25452378067234	-4.02659764103268	5.65897461832173e-05	0.000384713872017813	depleted in absence of vg
Crys	3.31332019220084	2.99577119463742	1.11748903986487	2.68080588512948	0.00734451061157322	0.0246371169918079	enriched in absence of vg
dmGlut	241.15670628072	-1.32504052327856	0.163206159169145	-8.11881444930822	4.70759608370495e-16	2.42748215446699e-14	depleted in absence of vg
CG14945	49.4820313358728	-1.43207653153436	0.404587664233796	-3.5395951437284	0.000400741288579762	0.00210611152845908	depleted in absence of vg
CG17211	1658.59008895767	-1.53148636541083	0.0925741665479717	-16.5433448932777	1.7881189648024e-61	1.59053181919173e-58	depleted in absence of vg
CG31760	24.4672168345199	-2.04506938560227	0.597504668259418	-3.42268352741031	0.000620062233771889	0.00303602948774364	depleted in absence of vg
bru2	67.4354900332351	-1.30052909882958	0.39278646262807	-3.31103340509229	0.000929521116329892	0.00427844260271896	depleted in absence of vg
CG5418	11.5035577638778	-3.48513151507873	1.0109492416526	-3.44738526078875	0.000566040780960867	0.00281281159030554	depleted in absence of vg
nub	787.944859468818	2.52796445341533	0.14409408838832	17.5438457031124	6.62859450739075e-69	8.84420222148611e-66	enriched in absence of vg
pdm2	112.049527024955	3.04404996503732	0.264037826317637	11.5288404221876	9.44066954495123e-31	1.83217648586926e-28	enriched in absence of vg
CG16800	41.9950147187218	-3.46135323022924	0.46997373448029	-7.36499292680026	1.77156260600771e-13	6.56585390851606e-12	depleted in absence of vg
CG16820	72.3231481765795	-1.66144067951646	0.400759076793865	-4.14573437190306	3.38726325824577e-05	0.000242818321145167	depleted in absence of vg
l(2)k05911	584.220716209701	-1.92510663225579	0.313035919181627	-6.14979468582586	7.758331179437e-10	1.63016588601005e-08	depleted in absence of vg
CG16824	9.42571460887699	-6.17162375527437	1.29295464464893	-4.77327165404949	1.81257037769274e-06	1.82178683724034e-05	depleted in absence of vg
CG42784	6.44482175473064	-2.76503761307472	0.869621805575724	-3.17958633896508	0.00147485425591539	0.00636578824409256	depleted in absence of vg
CR45683	2.35318204945177	3.69438611121352	1.53561326220822	2.40580503055891	0.0161368742294247	0.0470292484374001	enriched in absence of vg
CG9263	1.83632224368911	3.81301114357927	1.54967929609729	2.46051628435763	0.0138737275791071	0.0415744436213895	enriched in absence of vg
CAH1	242.059427437782	-1.27832980379011	0.463035439005545	-2.76076018400571	0.00576670038723652	0.0200959059527792	depleted in absence of vg
CG7953	13.4320341685412	-3.12165887810152	1.07929486790678	-2.89231327872035	0.00382416417826797	0.0143275284095585	depleted in absence of vg
Ance	16651.6993051652	-1.81257875638633	0.155868290409497	-11.6289127931302	2.93815819298196e-31	5.80775936146101e-29	depleted in absence of vg
CG16886	39.5116779118417	-4.67899712436162	0.811406862538069	-5.76652397260455	8.0923203466917e-09	1.42302186788447e-07	depleted in absence of vg
NimC4	3.62295049997485	4.54879575390198	1.56416194813619	2.90813605286984	0.00363590116639958	0.0137525191531358	enriched in absence of vg
CG46301	70.7004539975682	-1.90599418080255	0.360013781829062	-5.29422560191748	1.19521807225107e-07	1.60474939662992e-06	depleted in absence of vg
ppk	13.0801249019533	2.53663452208463	0.665626476238944	3.81089787235873	0.00013846296536615	0.000840223815985383	enriched in absence of vg
Pburs	1.34442043635694	4.21943476003153	1.58930015934974	2.6549011117937	0.00793316607934622	0.0262406615218288	enriched in absence of vg
CG33648	2.86824133163646	-3.38692439633258	1.27999176025741	-2.64605171806063	0.00814373645526836	0.0268042685548981	depleted in absence of vg
CG15282	264.170632322319	-2.24454348212742	0.258693660990126	-8.67645335234206	4.08302108161822e-18	2.65744920885322e-16	depleted in absence of vg
CG42313	80.1905273929084	-1.15465693934062	0.228829770172057	-5.04592098516042	4.51341917266131e-07	5.28828059813247e-06	depleted in absence of vg
vas	12.7671812668105	-1.96968606482592	0.666476186761429	-2.95537350613697	0.00312290727698107	0.0121126134718372	depleted in absence of vg
CG15270	37.7201445667906	-2.29188997512024	0.420956955113124	-5.44447584790312	5.19581529383632e-08	7.70279617311235e-07	depleted in absence of vg
dao	30.9571054361084	-1.16302770820332	0.369182472997887	-3.15027877341832	0.00163114737957454	0.00693660045003134	depleted in absence of vg
CG4793	48.9214238863765	1.38554847472035	0.496065811664202	2.79307390701267	0.0052209761737847	0.018563857321445	enriched in absence of vg
CG31817	25.1110310529511	-1.0355607861351	0.434485239427078	-2.38341994655703	0.017152614671063	0.0494829754051152	depleted in absence of vg
CG5888	606.210528072106	-1.41646248887429	0.0913442388087998	-15.5068618157649	3.11747408225123e-54	2.21839455692997e-51	depleted in absence of vg
CR44994	3.02562048149925	-4.30706927038387	1.62991958634586	-2.6425041495697	0.00822954568811219	0.0270061370182104	depleted in absence of vg
CG5953	187.545496387681	1.08827249398097	0.168833028013528	6.44585071289354	1.14953772313489e-10	2.76355082359049e-09	enriched in absence of vg
yellow-b	320.220961807597	1.31548236230973	0.228373171675365	5.76023160977813	8.39985952826089e-09	1.46983771483044e-07	enriched in absence of vg
CG17928	73.7665577681935	-1.45624127385542	0.326461955950721	-4.46067680264477	8.17012242495268e-06	6.91577214622878e-05	depleted in absence of vg
CG13284	92.8968225842027	-1.90873033416248	0.274516281517138	-6.95306786036048	3.57426644694932e-12	1.08385568337321e-10	depleted in absence of vg
CG31810	2.47685893407506	-5.50709670107561	1.99895255005646	-2.75499120823056	0.00586937126034034	0.0203604749179129	depleted in absence of vg
CG6012	17.0125114673829	-4.61903233416655	1.67821118366004	-2.7523546375688	0.00591684077131895	0.0205119708973883	depleted in absence of vg
beat-IIIc	490.563795080008	-1.83088524118703	0.16545756838175	-11.0655877461147	1.84250983545526e-28	2.85028260632601e-26	depleted in absence of vg
qua	548.594436971205	-1.81702177731333	0.138591208116637	-13.1106568880195	2.86109505688782e-39	1.05308029783519e-36	depleted in absence of vg
rdo	1904.05497650893	-1.0389272947046	0.11106297229021	-9.35439843974149	8.40767824304723e-21	7.47862979719051e-19	depleted in absence of vg
ninaD	3.93904395045828	6.03953305773557	1.43045353347199	4.22211062185044	2.42025268399717e-05	0.000180529539825198	enriched in absence of vg
CG5758	1864.39423938209	-1.20367113202434	0.126576155278254	-9.50946194706493	1.91651222398575e-21	1.87677536502972e-19	depleted in absence of vg
Ptp36E	24.7105226041792	-1.39364651067315	0.411239135576595	-3.38889563299741	0.00070174714386495	0.00338474876349502	depleted in absence of vg
CG10178	39.7919586518616	-2.90210776829233	0.617466783550926	-4.70002248801611	2.60132843351165e-06	2.50656283567109e-05	depleted in absence of vg
Cyp310a1	439.888525710663	1.59814722614487	0.432523000755798	3.69494159467184	0.00021993733749265	0.00126080082728064	enriched in absence of vg
CG43338	13.103686517714	-2.649249265095	0.738150751430958	-3.58903551877342	0.000331903622823808	0.00179834480711742	depleted in absence of vg
CG17323	452.718673574595	-1.12868009431464	0.126538990356242	-8.91962304375195	4.67877991135806e-19	3.35176488415006e-17	depleted in absence of vg
tup	291.263824624461	-1.03258043847672	0.152566179977924	-6.76808214393346	1.30500662100145e-11	3.6948648998858e-10	depleted in absence of vg
Sidpn	112.434893302378	-1.09166307786339	0.240292563566434	-4.54305810242679	5.54439615076703e-06	4.90313873349521e-05	depleted in absence of vg
Lim3	75.3596273811414	-1.36356078913161	0.255047765117994	-5.34629577522772	8.97724665540154e-08	1.24769701562182e-06	depleted in absence of vg
amd	188.827770952658	1.55942573173835	0.221216417798397	7.0493218688656	1.79791831612209e-12	5.71160122210927e-11	enriched in absence of vg
Ddc	100.516317812333	-1.84298385766724	0.760145531770509	-2.4245144918166	0.0153288715104991	0.045149109962215	depleted in absence of vg
CG10026	105.652655391165	-1.50679151114329	0.399927058202056	-3.76766582865722	0.000164781078679956	0.000973905445088508	depleted in absence of vg
CG10137	44.4749003867209	-1.10124209467164	0.310523566822001	-3.54640424217108	0.000390526642748018	0.002058509325774	depleted in absence of vg
OS9	1.62744033836679	-4.11605492683701	1.67168185991106	-2.46222383908383	0.0138078462148748	0.0414235386446243	depleted in absence of vg
CG43861	301.089747025344	-1.89062682511074	0.129990448977108	-14.5443518349852	6.34287769736517e-48	3.07744893371254e-45	depleted in absence of vg
CG16798	19.2357390827026	1.25071184823568	0.436032850472205	2.86838903738839	0.00412567887339603	0.0152748859849564	enriched in absence of vg
CG31683	8.51584786546023	7.72316785592868	1.42351000107342	5.4254398283854	5.78120034823252e-08	8.44165971505252e-07	enriched in absence of vg
CG31687	21.5969204018471	1.05436097167863	0.421164037975833	2.503444920763	0.012299082228398	0.0377350973572636	enriched in absence of vg
CG17470	12.5874400015231	2.42292338806525	0.64177095284211	3.77537091283928	0.000159769747307775	0.000950603279132211	enriched in absence of vg
Hr38	12.5931889239152	3.30748799806888	0.750371811787471	4.40779883534014	1.04426465116953e-05	8.607321147941e-05	enriched in absence of vg
twit	964.349343334595	-1.94800705038198	0.127920881545665	-15.2282178393727	2.29769709249525e-52	1.36253437584968e-49	depleted in absence of vg
CG9265	209.040331218688	-1.11179998037442	0.141683014963322	-7.84709430881491	4.25787066233051e-15	1.98465115500943e-13	depleted in absence of vg
tadr	30.4142884661679	-1.33902308456321	0.457198091354682	-2.92875913063346	0.00340318031039966	0.0130105826050164	depleted in absence of vg
CG33509	17.3909259659074	-5.46819125761807	1.37511047548659	-3.97654687030373	6.99232222047288e-05	0.000460432124499245	depleted in absence of vg
ppk13	31.7255980226537	-5.81198709692965	1.32474160014595	-4.38726095435467	1.1478704010445e-05	9.35295317614427e-05	depleted in absence of vg
Ret	66.5319618426288	-1.31996087698444	0.255264798180946	-5.17094752739379	2.3290996783241e-07	2.9213642733762e-06	depleted in absence of vg
nrv3	455.460509223637	-1.51274961843853	0.366013895639206	-4.13303876290453	3.5799832032898e-05	0.000255774703560343	depleted in absence of vg
nolo	432.950589137288	-1.16757146989764	0.19527945577149	-5.97897748785152	2.24542582732779e-09	4.38165910071239e-08	depleted in absence of vg
CR44918	35.1626984985445	-2.71037595852435	0.439453939024876	-6.16759964545663	6.93344205258372e-10	1.47132326976697e-08	depleted in absence of vg
CG31601	38.2903323334669	8.07030766671789	2.26376918408621	3.56498697987866	0.000363874251614367	0.00194491425224424	enriched in absence of vg
CR43242	191.225558202839	-1.51457924611175	0.129695823655868	-11.6779338256142	1.65263879593828e-31	3.32835217129155e-29	depleted in absence of vg
CR44042	68.2618216250822	-1.71838352279323	0.290559558869947	-5.91404918659849	3.33798133288826e-09	6.25080925390339e-08	depleted in absence of vg
CG41520	198.884822278645	-1.16928760114388	0.22350014460739	-5.23170847695826	1.67950475104988e-07	2.17297378335835e-06	depleted in absence of vg
CG17684	85.7111839574411	-1.07000669620564	0.247193697421217	-4.32861641444827	1.50049012337044e-05	0.000118638752421156	depleted in absence of vg
CR46064	401.109475139701	1.39573995600896	0.0970160837926689	14.3866862219647	6.27303403234944e-47	2.91123327223034e-44	enriched in absence of vg
CG44102	16.0073666848011	-2.55415578530654	0.650615186236254	-3.92575494599516	8.64581417804931e-05	0.00055598977782389	depleted in absence of vg
CG30438	65.326239978533	-1.26940419197408	0.308923695340711	-4.10911888961465	3.97171577800707e-05	0.000280198904259401	depleted in absence of vg
CG8245	43.577553297018	-1.04620983718518	0.382408194408633	-2.73584575979881	0.0062220182217799	0.0213893148145825	depleted in absence of vg
ap	1321.32554198699	1.8924195209934	0.258957693128985	7.30783278970129	2.71485324597108e-13	9.82316730423571e-12	enriched in absence of vg
dpr12	228.833847995162	-1.08533489424264	0.191477388779217	-5.66821440987003	1.4429333150494e-08	2.42167770516309e-07	depleted in absence of vg
CG43366	679.59686083439	-1.22462546821121	0.14569933975316	-8.40515454830435	4.27298520807887e-17	2.42605553782095e-15	depleted in absence of vg
Cyp6w1	5.49032957823712	6.05695216144614	2.13472778774364	2.837341695846	0.00454908990197705	0.0165666958763913	enriched in absence of vg
Tdc1	81.0705975611328	1.30356554943742	0.406496481066555	3.20683108010469	0.00134205775105492	0.00590239984950977	enriched in absence of vg
Tdc2	59.0072924534419	4.59249691325161	0.629451886481191	7.2960253386878	2.96393109553219e-13	1.06881758492266e-11	enriched in absence of vg
Spn42Dc	47.0297889823829	1.06032574682114	0.397421778944023	2.66801117351569	0.00763017205096182	0.0254196181248335	enriched in absence of vg
Spn42De	119.555454890084	1.42297231665328	0.312090063363899	4.55949254300381	5.1277377567097e-06	4.55732496379012e-05	enriched in absence of vg
Tsp42Ek	132.744477633302	-2.59814312412658	1.04453590979466	-2.48736601562826	0.0128692919232117	0.0391916753176495	depleted in absence of vg
Spn43Aa	2821.09319240252	-1.98413898302931	0.371285529698616	-5.34397067572201	9.0932285199617e-08	1.26217322785528e-06	depleted in absence of vg
Ady43A	555.337860211356	2.35479996395276	0.112765980772759	20.8821840400435	7.77552467065636e-97	1.65991900669172e-93	enriched in absence of vg
CG1850	35.3209646655669	-1.31666686303696	0.341918330458104	-3.85082268409793	0.000117721710520561	0.000727138584001025	depleted in absence of vg
CG43341	105.536397932077	1.18223003788247	0.209436054752512	5.64482576450126	1.65348616285466e-08	2.73632733369157e-07	enriched in absence of vg
CG34216	4.23844362761275	-3.14549337540971	1.14802151351557	-2.73992546165561	0.00614531194549555	0.0211870347888306	depleted in absence of vg
CG1941	7.19257753377196	-2.85031642280866	1.02336736162874	-2.78523287890697	0.00534892916370025	0.0189619627676308	depleted in absence of vg
cn	140.816582071378	-2.62737533863563	0.215998614135339	-12.1638527596727	4.84200123109411e-34	1.12355480740649e-31	depleted in absence of vg
CG18853	4.28329110054396	-5.35745682503529	1.41531371257	-3.78534933806791	0.000153492804722134	0.00091889074459005	depleted in absence of vg
Dgk	59.3127861556118	-1.44889859653578	0.308184591968391	-4.70139855883641	2.58385619302257e-06	2.49367821015578e-05	depleted in absence of vg
MFS12	1.81443078538424	-4.39853905224976	1.80215476090731	-2.44071105748724	0.0146583777180275	0.0434809256438052	depleted in absence of vg
CR43724	10.1644010222026	-1.94308497065766	0.741339961820134	-2.62104442054764	0.00876608390956247	0.0283973231109772	depleted in absence of vg
Optix	485.620305909176	-1.33739217152774	0.128515259117591	-10.4064854299055	2.31615218546629e-25	3.05217387995891e-23	depleted in absence of vg
Mlh1	415.952781325289	1.11576326219386	0.120880288369366	9.23031601963501	2.69834608971112e-20	2.26788552453358e-18	enriched in absence of vg
CG30371	66.1168337771768	-5.36501837368181	1.34896490333441	-3.97713710743728	6.97499519716677e-05	0.000459858546847178	depleted in absence of vg
CG2121	46.2871499420573	-1.97374132264901	0.543214500144352	-3.63344741740973	0.000279659460296627	0.00155392247746288	depleted in absence of vg
Lcp1	640.474933326665	-3.3090787769641	0.969261680980132	-3.41402001327227	0.000640118735143593	0.0031256300909985	depleted in absence of vg
